customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-02018,Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,53.29,531.09,No
CUST-02019,Female,0,Yes,No,29,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,58.67,1746.82,No
CUST-02020,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.85,221.36,No
CUST-02021,Male,0,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),27.91,662.52,No
CUST-02022,Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),27.01,447.22,No
CUST-02023,Female,0,No,Yes,31,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,66.99,2040.39,Yes
CUST-02024,Female,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),29.81,779.68,No
CUST-02025,Male,0,No,No,2,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,59.71,150.48,Yes
CUST-02026,Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),90.9,835.33,No
CUST-02027,Female,0,No,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),87.05,735.26,No
CUST-02028,Female,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.19,956.7,No
CUST-02029,Female,1,No,No,11,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),70.39,784.73,No
CUST-02030,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.09,35.82,No
CUST-02031,Female,0,Yes,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,41.95,1675.6,No
CUST-02032,Male,1,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),39.78,0.0,Yes
CUST-02033,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),87.58,298.94,Yes
CUST-02034,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.52,1547.47,No
CUST-02035,Female,0,Yes,No,24,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,57.75,1374.68,No
CUST-02036,Female,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.47,923.77,Yes
CUST-02037,Female,0,Yes,No,36,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,59.89,2183.83,No
CUST-02038,Male,0,No,Yes,36,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,91.02,3209.56,No
CUST-02039,Female,0,No,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.24,1129.48,No
CUST-02040,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.88,535.34,No
CUST-02041,Male,1,Yes,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,95.84,4139.32,No
CUST-02042,Female,0,No,No,46,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),87.33,4071.99,No
CUST-02043,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),90.81,260.42,No
CUST-02044,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.24,475.13,Yes
CUST-02045,Male,0,Yes,Yes,8,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.61,522.53,Yes
CUST-02046,Female,0,No,No,10,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),53.04,531.12,No
CUST-02047,Male,1,No,No,2,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,51.99,178.46,No
CUST-02048,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),84.46,939.9,No
CUST-02049,Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,96.3,131.37,Yes
CUST-02050,Female,0,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,32.56,2038.38,No
CUST-02051,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.56,30.37,No
CUST-02052,Male,0,Yes,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.89,946.84,No
CUST-02053,Male,0,No,No,64,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,77.04,4956.71,No
CUST-02054,Female,0,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.72,1372.91,No
CUST-02055,Female,0,No,Yes,8,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),94.53,794.4,Yes
CUST-02056,Male,1,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),90.47,93.77,Yes
CUST-02057,Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,94.35,199.98,Yes
CUST-02058,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,86.34,3567.81,No
CUST-02059,Male,0,No,No,45,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,61.06,2803.54,No
CUST-02060,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,79.92,1272.74,No
CUST-02061,Female,1,Yes,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),27.11,1043.56,No
CUST-02062,Female,0,Yes,No,6,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,48.99,327.67,Yes
CUST-02063,Male,0,No,Yes,8,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,67.24,582.13,No
CUST-02064,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.55,0.0,No
CUST-02065,Female,1,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,36.02,1138.79,No
CUST-02066,Female,0,Yes,No,39,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,58.73,2326.21,No
CUST-02067,Female,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,85.85,957.51,Yes
CUST-02068,Female,0,Yes,Yes,43,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),62.8,2682.62,No
CUST-02069,Male,0,No,No,0,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),57.84,0.0,Yes
CUST-02070,Male,1,Yes,No,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),67.52,1240.73,No
CUST-02071,Male,0,No,No,3,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),68.0,219.3,Yes
CUST-02072,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.37,302.7,No
CUST-02073,Male,0,No,No,28,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),71.21,1928.25,No
CUST-02074,Male,1,Yes,No,19,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,67.83,1314.57,Yes
CUST-02075,Female,0,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,57.77,605.33,Yes
CUST-02076,Male,0,Yes,Yes,51,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),63.76,3261.98,No
CUST-02077,Male,1,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,87.55,522.22,Yes
CUST-02078,Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),87.75,3294.09,No
CUST-02079,Male,1,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.37,663.13,No
CUST-02080,Male,0,Yes,Yes,36,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),51.52,1929.43,No
CUST-02081,Female,0,Yes,Yes,48,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),63.65,3021.18,No
CUST-02082,Male,0,Yes,No,42,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,86.6,3606.39,No
CUST-02083,Male,0,No,Yes,4,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),54.36,202.96,Yes
CUST-02084,Female,0,No,Yes,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,93.01,1168.02,Yes
CUST-02085,Male,0,No,Yes,65,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,95.23,6249.52,No
CUST-02086,Female,1,Yes,No,39,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),95.8,3734.28,No
CUST-02087,Female,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,84.58,2368.45,Yes
CUST-02088,Female,0,Yes,Yes,61,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,100.25,6117.59,No
CUST-02089,Male,0,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.54,1106.32,Yes
CUST-02090,Male,0,No,No,53,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),56.2,2915.64,No
CUST-02091,Female,0,No,Yes,35,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,53.49,1888.62,No
CUST-02092,Male,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),85.08,0.0,Yes
CUST-02093,Female,0,No,No,60,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,56.03,3464.92,No
CUST-02094,Male,0,Yes,Yes,42,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),66.11,2767.53,No
CUST-02095,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,83.05,300.35,No
CUST-02096,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),82.56,207.44,Yes
CUST-02097,Female,1,No,No,34,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,55.11,1962.29,No
CUST-02098,Female,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.99,440.65,No
CUST-02099,Female,0,No,No,43,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),60.81,2615.36,No
CUST-02100,Male,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26.5,1393.71,No
CUST-02101,Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,31.63,917.48,No
CUST-02102,Female,0,No,No,52,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),67.25,3557.59,No
CUST-02103,Male,1,No,No,68,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,73.1,4915.92,No
CUST-02104,Male,1,Yes,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.76,0.0,No
CUST-02105,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.18,383.04,No
CUST-02106,Male,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,31.36,841.45,No
CUST-02107,Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.55,1968.09,No
CUST-02108,Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,39.53,1416.55,No
CUST-02109,Male,0,Yes,Yes,28,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,88.27,2464.46,No
CUST-02110,Male,0,No,Yes,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),88.13,1866.95,Yes
CUST-02111,Male,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.9,275.02,No
CUST-02112,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,85.6,3572.13,Yes
CUST-02113,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,103.1,2779.95,No
CUST-02114,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.92,82.42,No
CUST-02115,Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.19,886.94,Yes
CUST-02116,Male,0,No,Yes,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),87.46,3040.6,No
CUST-02117,Female,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,77.95,1947.25,Yes
CUST-02118,Female,0,Yes,No,68,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,58.49,4001.9,Yes
CUST-02119,Female,0,Yes,Yes,21,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,70.96,1410.98,No
CUST-02120,Female,0,No,No,44,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,88.32,3876.9,No
CUST-02121,Female,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,87.7,291.68,No
CUST-02122,Female,0,No,No,58,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,68.29,4006.33,No
CUST-02123,Female,0,No,No,40,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,62.57,2434.76,No
CUST-02124,Female,0,No,Yes,49,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,52.89,2589.02,No
CUST-02125,Female,0,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.48,512.67,No
CUST-02126,Male,0,No,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),86.51,2990.0,Yes
CUST-02127,Male,0,No,No,20,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),51.72,972.54,No
CUST-02128,Female,0,Yes,No,32,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),85.9,2773.39,Yes
CUST-02129,Male,0,Yes,No,53,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),88.24,4692.52,Yes
CUST-02130,Male,0,No,No,33,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,82.73,2760.97,No
CUST-02131,Female,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.05,106.08,No
CUST-02132,Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,87.69,1250.28,Yes
CUST-02133,Female,0,No,No,46,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,59.85,2784.77,No
CUST-02134,Male,0,Yes,Yes,59,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),79.73,4679.34,No
CUST-02135,Male,0,Yes,No,12,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),51.95,617.67,No
CUST-02136,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.04,170.39,No
CUST-02137,Female,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.46,1441.41,No
CUST-02138,Male,0,No,No,64,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,56.29,3522.06,No
CUST-02139,Female,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.09,1204.69,No
CUST-02140,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.44,669.35,No
CUST-02141,Female,0,No,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),31.56,550.38,No
CUST-02142,Female,0,No,No,14,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,62.63,789.21,No
CUST-02143,Female,0,Yes,Yes,17,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,57.99,964.71,No
CUST-02144,Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,96.57,2640.17,No
CUST-02145,Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,91.41,4365.87,No
CUST-02146,Male,0,No,No,31,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),67.13,2137.19,No
CUST-02147,Male,0,Yes,No,19,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,64.57,1184.87,No
CUST-02148,Female,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,90.38,562.04,No
CUST-02149,Female,0,Yes,No,37,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,59.62,2240.11,No
CUST-02150,Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,95.35,202.72,Yes
CUST-02151,Male,1,Yes,No,7,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,63.57,472.07,No
CUST-02152,Male,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),77.83,1005.25,No
CUST-02153,Female,0,Yes,No,59,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),102.2,6053.38,No
CUST-02154,Female,0,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.46,3951.06,No
CUST-02155,Female,0,Yes,No,37,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,59.1,2185.14,No
CUST-02156,Male,0,Yes,No,72,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,85.3,6162.22,No
CUST-02157,Male,1,Yes,No,50,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Electronic check,64.95,3297.12,No
CUST-02158,Female,0,No,Yes,50,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),46.74,2352.85,No
CUST-02159,Female,0,No,No,61,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),87.9,5373.63,No
CUST-02160,Male,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,86.35,4346.41,No
CUST-02161,Female,0,No,No,5,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,63.89,333.4,No
CUST-02162,Male,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.16,689.85,No
CUST-02163,Male,0,No,No,0,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),82.58,0.0,No
CUST-02164,Female,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),26.03,491.47,No
CUST-02165,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),85.16,20.91,Yes
CUST-02166,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.13,369.3,Yes
CUST-02167,Male,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,96.05,1220.05,Yes
CUST-02168,Female,1,No,No,43,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,87.99,3789.9,Yes
CUST-02169,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.92,201.04,No
CUST-02170,Female,0,No,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.03,305.37,Yes
CUST-02171,Male,0,Yes,Yes,53,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),53.96,2845.36,No
CUST-02172,Female,1,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.05,274.64,No
CUST-02173,Female,0,Yes,No,54,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,86.2,4660.31,No
CUST-02174,Female,0,No,Yes,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,87.5,516.18,Yes
CUST-02175,Male,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),96.65,841.16,No
CUST-02176,Female,1,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),97.69,438.74,Yes
CUST-02177,Male,0,Yes,No,22,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.02,2108.68,Yes
CUST-02178,Male,0,No,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),93.87,2506.38,No
CUST-02179,Female,0,Yes,No,0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.06,0.0,Yes
CUST-02180,Male,0,No,Yes,35,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),60.49,2097.73,No
CUST-02181,Female,1,No,Yes,46,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,62.88,2865.0,No
CUST-02182,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.1,990.71,Yes
CUST-02183,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),86.14,2191.33,No
CUST-02184,Female,0,Yes,Yes,28,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,58.03,1587.27,No
CUST-02185,Female,0,Yes,No,22,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,72.7,1668.86,No
CUST-02186,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,93.42,186.33,Yes
CUST-02187,Male,0,No,No,34,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),54.68,1842.21,No
CUST-02188,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,96.33,2169.23,No
CUST-02189,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),85.12,334.16,No
CUST-02190,Female,1,No,No,18,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),89.3,1588.12,No
CUST-02191,Male,0,Yes,No,11,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,60.17,653.88,No
CUST-02192,Male,0,No,No,34,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),92.12,3280.53,Yes
CUST-02193,Male,0,No,No,33,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,67.55,2120.57,Yes
CUST-02194,Male,1,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),88.26,2648.25,No
